filename,type,asm_d0,asm_d1,asm_d2,asm_d3,gar_d0,gar_d1,gar_d2,gar_d3
spec_17.spectra,normal,0.905233731181713,0.905233731181713,1,0.7052337311817131,0.7999999999999997,0.7999999999999997,1,-inf
spec_13.spectra,normal,0.8926759569312257,0.8926759569312257,1,0.6926759569312259,0.7999999999999997,0.7999999999999997,1,-inf
spec_2.spectra,normal,0.8847076386418131,0.8847076386418131,1,0.6847076386418135,0.7999999999999997,0.7999999999999997,1,-inf
spec_6.spectra,normal,0.9112370704394218,0.9112370704394218,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
spec_16.spectra,normal,0.8900844840459745,0.8900844840459745,1,0.7137762251582489,0.7999999999999997,0.7999999999999997,1,-inf
spec_12.spectra,normal,0.9330025534321807,0.9330025534321807,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
spec_3.spectra,normal,0.9330025534321807,0.9330025534321807,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
spec_7.spectra,normal,0.8900844840459745,0.8900844840459745,1,0.7137762251582491,0.7999999999999997,0.7999999999999997,1,-inf
spec_20.spectra,normal,0.9330025534321807,0.9330025534321807,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
spec_18.spectra,normal,0.9137762251582494,0.9137762251582494,1,0.7137762251582489,0.7999999999999997,0.7999999999999997,1,-inf
spec_14.spectra,normal,0.8847076386418131,0.8847076386418131,1,0.6847076386418135,0.7999999999999997,0.7999999999999997,1,-inf
spec_10.spectra,normal,0.9137762251582492,0.9137762251582492,1,0.7137762251582491,0.7999999999999997,0.7999999999999997,1,-inf
spec_1.spectra,normal,0.8900844840459745,0.8900844840459745,1,0.7137762251582489,0.7999999999999997,0.7999999999999997,1,-inf
spec_5.spectra,normal,0.905233731181713,0.905233731181713,1,0.7052337311817131,0.7999999999999997,0.7999999999999997,1,-inf
spec_9.spectra,normal,0.9137762251582492,0.9137762251582492,1,0.7137762251582491,0.7999999999999997,0.7999999999999997,1,-inf
spec_15.spectra,normal,0.9330025534321807,0.9330025534321807,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
spec_11.spectra,normal,0.9137762251582494,0.9137762251582494,1,0.7137762251582489,0.7999999999999997,0.7999999999999997,1,-inf
spec_19.spectra,normal,0.9112370704394216,0.9112370704394216,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
spec_8.spectra,normal,0.9330025534321807,0.9330025534321807,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
spec_0.spectra,normal,0.9137762251582494,0.9137762251582494,1,0.7137762251582489,0.7999999999999997,0.7999999999999997,1,-inf
spec_4.spectra,normal,0.9112370704394216,0.9112370704394216,1,0.7330025534321808,0.7999999999999997,0.7999999999999997,1,-inf
ideal.spectra,ideal,0.8847076386418131,0.8847076386418131,1,0.6847076386418135,0.7999999999999997,0.7999999999999997,1,-inf
strong.spectra,original,0.8339850002884625,0.8339850002884625,1,0.6339850002884625,0.7999999999999997,0.7999999999999997,1,-inf
traffic-updated_0.spectra,trivial,0.9330025534321805,0.9330025534321805,1,0.7330025534321809,0.7999999999999998,0.7999999999999998,1,0.7169925001442312
