filename,type,asm_d0,asm_d1,asm_d2,asm_d3,gar_d0,gar_d1,gar_d2,gar_d3
spec_39.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_35.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_31.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_12.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_16.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_50.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_54.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_49.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_45.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_41.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_20.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_24.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_3.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_7.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_28.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_44.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_40.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_48.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_2.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_6.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_29.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_21.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_25.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_34.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_30.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_38.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_13.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_17.spectra,normal,0.942888325790903,0.942888325790903,1,0.6928883257909031,1.0000000000000004,1.0000000000000004,1,0.75
spec_51.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_55.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_46.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_42.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
spec_0.spectra,normal,0.9179524900807591,0.9179524900807591,1,0.692888325790903,1.0000000000000004,1.0000000000000004,1,0.75
